Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
A01,NIPT012,NIPT12m2_FAM,4.71869659423828,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,94.3739318847656,,,6.07046365737915,3.5849883556366,13990,56,13934,0,56,95,13839,0,,,,,,,,,,,NIPT12m2_VIC,0.588648914882328,,,0.784102104234898,0.393195725529758,37.0534300793533,,,44.797814464437,29.3090456942695,7711.76298304967,626.888080735451,655.247837313696,,,,,5.37643384933472,4.11719036102295,,,,,,,0.687694152490585,0.489603677274071,,,40.9778704739618,33.1289896847447
A01,NIPT012,NIPT12m2_VIC,8.01614761352539,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,160.322952270508,,,9.74677753448486,6.50493717193604,13990,95,13895,0,56,95,13839,0,,,,,,,,,,,,,,,,,,,,,,3476.18588867188,1073.18560716781,1089.5033360272,,,,,8.86610412597656,7.222731590271,,,,,,,,,,,,
A02,NIPT012,NIPT12m2_FAM,5.46040439605713,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,109.208084106445,,,6.88034534454346,4.25155305862427,14469,67,14402,0,67,101,14301,0,,,,,,,,,,,NIPT12m2_VIC,0.662583570090908,,,0.867855235157522,0.457311905024294,39.8526475306549,,,47.2787687872579,32.4265262740519,7692.92869454,660.927194670296,693.489507234488,,,,,6.15364980697632,4.82153272628784,,,,,,,0.766885440497636,0.55828169968418,,,43.6259804778958,36.079314583414
A02,NIPT012,NIPT12m2_VIC,8.24108028411865,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,164.82160949707,,,9.8494176864624,6.63493824005127,14469,101,14368,0,67,101,14301,0,,,,,,,,,,,,,,,,,,,,,,3516.77368647509,1100.42853990483,1117.29569449765,,,,,9.06138610839844,7.42134571075439,,,,,,,,,,,,
A03,NIPT012,NIPT12m2_FAM,4.56573963165283,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,91.3147888183594,,,6.02196359634399,3.36651062965393,11876,46,11830,0,46,80,11750,0,,,,,,,,,,,NIPT12m2_VIC,0.574173814668574,,,0.783692593157192,0.364655036179956,36.4746134968241,,,44.9296908581287,28.0195361355195,7888.69907810377,702.361011325194,730.196271604063,,,,,5.2713360786438,3.92636299133301,,,,,,,0.680320721063671,0.468026908273477,,,40.7581450814761,32.1910819121721
A03,NIPT012,NIPT12m2_VIC,7.95184230804443,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,159.036849975586,,,9.83394432067871,6.328284740448,11876,80,11796,0,46,80,11750,0,,,,,,,,,,,,,,,,,,,,,,3604.91297302246,1121.26303769613,1137.99358626688,,,,,8.8735523223877,7.09672832489014,,,,,,,,,,,,
B01,NIPT012,NIPT12m2_FAM,4.43183755874634,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,88.6367492675781,,,5.79712867736816,3.30058479309082,13032,49,12983,0,49,90,12893,0,,,,,,,,,,,NIPT12m2_VIC,0.543584873636408,,,0.733842991596547,0.353326755676269,35.2157424525559,,,43.2008757127598,27.2306091923521,7402.04976981027,625.406789559149,650.886800764822,,,,,5.09424734115601,3.82975625991821,,,,,,,0.639978741121942,0.447191006150874,,,39.2613930959607,31.1700918091511
B01,NIPT012,NIPT12m2_VIC,8.15298175811768,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,163.059631347656,,,9.96480655670166,6.57677555084229,13032,90,12942,0,49,90,12893,0,,,,,,,,,,,,,,,,,,,,,,3402.02497287326,1077.90497217133,1093.95552466237,,,,,9.04207897186279,7.32459926605225,,,,,,,,,,,,
B02,NIPT012,NIPT12m2_FAM,5.62530612945557,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,112.506118774414,,,7.16449689865112,4.3251314163208,12788,61,12727,0,61,80,12647,0,,,,,,,,,,,NIPT12m2_VIC,0.761931168430063,,,1.01721584522636,0.506646491633763,43.2440938716674,,,51.4674078193755,35.0207799239593,7708.07138111552,659.61837418467,693.240178487362,,,,,6.37550210952759,4.93674468994141,,,,,,,0.891302820759311,0.632559516100816,,,47.4114560744761,39.0767316688587
B02,NIPT012,NIPT12m2_VIC,7.38295841217041,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,147.659164428711,,,9.12988948822021,5.87584209442139,12788,80,12708,0,61,80,12647,0,,,,,,,,,,,,,,,,,,,,,,3462.61518554688,1099.21732423739,1114.00242189963,,,,,8.23849773406982,6.58919143676758,,,,,,,,,,,,
