Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
A12,NIPT003,NIPT3_1FAM,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,0,,,0.285020440816879,0,12368,0,12368,0,0,237,12131,0,,,,,,,,1985.04125976563,,,NIPT3_1VIC,,,,,,,,,,,0,1010.33267482841,1010.33267482841,,,,,0.130229413509369,0,,,,,,,,,,,,
A12,NIPT003,NIPT3_1VIC,22.7627449035645,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,455.2548828125,,,25.6644191741943,19.8682060241699,12368,237,12131,0,0,237,12131,0,,,,,,,,1992.85424804688,,,,,,,,,,,,,,4591.36465132186,1312.45773408761,1375.28931068727,,,,,24.2422962188721,21.2850513458252,,,,,,,,,,,,
B12,NIPT003,NIPT3_1FAM,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,0,,,0.275917291641235,0,12776,0,12776,0,0,206,12570,0,,,,,,,,1985.04125976563,,,NIPT3_1VIC,,,,,,,,,,,0,998.487407428739,998.487407428739,,,,,0.126070335507393,0,,,,,,,,,,,,
B12,NIPT003,NIPT3_1VIC,19.1239852905273,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,382.479705810547,,,21.7384815216064,16.515287399292,12776,206,12570,0,0,206,12570,0,,,,,,,,1992.85424804688,,,,,,,,,,,,,,4541.05980615708,1304.36797161482,1356.55633400646,,,,,20.4571857452393,17.792293548584,,,,,,,,,,,,
C12,NIPT003,NIPT3_1FAM,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,0,,,0.271999478340149,0,12960,0,12960,0,0,208,12752,0,,,,,,,,1985.04125976563,,,NIPT3_1VIC,,,,,,,,,,,0,1010.78080279032,1010.78080279032,,,,,0.124280340969563,0,,,,,,,,,,,,
C12,NIPT003,NIPT3_1VIC,19.0347862243652,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,380.695739746094,,,21.6245212554932,16.450740814209,12960,208,12752,0,0,208,12752,0,,,,,,,,1992.85424804688,,,,,,,,,,,,,,4579.85410719651,1316.19022219094,1368.57001293794,,,,,20.3553676605225,17.7156867980957,,,,,,,,,,,,
D12,NIPT003,NIPT3_1FAM,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,0,,,0.258153975009918,0,13655,0,13655,0,0,249,13406,0,,,,,,,,1985.04125976563,,,NIPT3_1VIC,,,,,,,,,,,0,1018.93961994698,1018.93961994698,,,,,0.117954522371292,0,,,,,,,,,,,,
D12,NIPT003,NIPT3_1VIC,21.6510429382324,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,433.020874023438,,,24.3434352874756,18.9647998809814,13655,249,13406,0,0,249,13406,0,,,,,,,,1992.85424804688,,,,,,,,,,,,,,4577.99792039251,1314.25862435044,1373.77316735406,,,,,23.0239410400391,20.2797431945801,,,,,,,,,,,,
E12,NIPT003,NIPT3_1FAM,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,0,,,0.303579121828079,0,11612,0,11612,0,0,203,11409,0,,,,,,,,1985.04125976563,,,NIPT3_1VIC,,,,,,,,,,,0,1083.02019381154,1083.02019381154,,,,,0.138708502054214,0,,,,,,,,,,,,
E12,NIPT003,NIPT3_1VIC,20.7488574981689,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,414.977142333984,,,23.6066799163818,17.8979606628418,11612,203,11409,0,0,203,11409,0,,,,,,,,1992.85424804688,,,,,,,,,,,,,,4729.60428412677,1340.37954045069,1399.62968021699,,,,,22.2060623168945,19.2934532165527,,,,,,,,,,,,
