Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
A01,NIPT015,NIPT5_1FAM,13.8067665100098,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,276.135314941406,,,15.9548349380493,11.6626110076904,13628,159,13469,1,158,110,13359,0,,,,,,,,,,,NIPT5_2VIC,1.43497825941296,,,1.78285494029769,1.08710157852823,58.9318715214695,,,64.7991289271694,53.0646141157696,8050.677482557,337.660150150563,427.649125484626,,,,,14.902229309082,12.7123203277588,,,,,,,1.61246621486973,1.25749030395618,,,61.9253677179603,55.9383753249787
A01,NIPT015,NIPT5_2VIC,9.62158584594727,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,192.431716918945,,,11.4129047393799,7.83298921585083,13628,111,13517,1,158,110,13359,0,,,,,,,,,,,,,,,,,,,,,,3774.77046162373,1032.95097939548,1055.28308700683,,,,,10.5351819992065,8.70869636535645,,,,,,,,,,,,
A02,NIPT015,NIPT5_1FAM,13.6363191604614,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,272.726379394531,,,15.7188806533813,11.5574369430542,14318,165,14153,1,164,134,14019,0,,,,,,,,,,,NIPT5_2VIC,1.2235146910237,,,1.50181859970449,0.945210782342902,55.0261572798692,,,60.6552616289145,49.3970529308238,7954.70471561316,334.886532442482,422.696980844713,,,,,14.698390007019,12.5752058029175,,,,,,,1.36550647740327,1.08152290464413,,,57.898149218562,52.1541653411763
A02,NIPT015,NIPT5_2VIC,11.1452026367188,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,222.904052734375,,,13.0267972946167,9.26661396026611,14318,135,14183,1,164,134,14019,0,,,,,,,,,,,,,,,,,,,,,,3783.28641493056,1047.66313851647,1073.45648551437,,,,,12.1048250198364,10.1863632202148,,,,,,,,,,,,
A03,NIPT015,NIPT5_1FAM,17.646312713623,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,352.92626953125,,,21.7888069152832,14.072681427002,5508,82,5426,1,81,41,5385,0.0818702711714115,,,,,,,,,,,NIPT5_2VIC,1.95955045613412,,,2.69499964920233,1.22410126306592,66.2110845947111,,,74.6076404020176,57.8145287874047,5158.1875476372,313.767099997235,385.888101577931,,,,,19.6749038696289,15.7642965316772,,,,,,,2.33204413002424,1.58705678224401,,,70.4638106159863,61.958358573436
A03,NIPT015,NIPT5_2VIC,9.00528621673584,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,180.105728149414,,,12.0321416854858,6.53784704208374,5508,42,5466,1,81,41,5385,0.0818702711714115,,,,,,,,,,,,,,,,,,,,,,3370.48322695778,1010.41997292746,1028.41609795819,,,,,10.4682817459106,7.68642425537109,,,,,,,,,,,,
B01,NIPT015,NIPT5_1FAM,12.2133073806763,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,244.266143798828,,,14.1629838943481,10.2668561935425,14621,151,14470,3,148,127,14343,0.135955338743837,,,,,,,,,,,NIPT5_2VIC,1.1623796897206,,,1.43496291312397,0.889796466317235,53.7546525823498,,,59.5842050547653,47.9251001099343,7941.85741379087,335.519635642473,414.074933125572,,,,,13.2076368331909,11.2198171615601,,,,,,,1.30145267453987,1.02330670490134,,,56.728912158478,50.7803930062216
B01,NIPT015,NIPT5_2VIC,10.5071582794189,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,210.143157958984,,,12.3147678375244,8.70232105255127,14621,130,14491,3,148,127,14343,0.135955338743837,,,,,,,,,,,,,,,,,,,,,,3714.41843073918,1036.57874615096,1060.38827757813,,,,,11.4290609359741,9.58597755432129,,,,,,,,,,,,
B02,NIPT015,NIPT5_1FAM,12.5264444351196,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,250.528884887695,,,14.6735153198242,10.3832836151123,12369,131,12238,2,129,107,12131,0.0820078038863621,,,,,,,,,,,NIPT5_2VIC,1.20291296083217,,,1.50858037494167,0.89724554672268,54.6055601024636,,,60.904311485354,48.3068087195732,7914.52409351145,334.95726013433,415.232404056427,,,,,13.6213989257813,11.4325075149536,,,,,,,1.35886559835866,1.04696032330568,,,57.8192061960361,51.3919140088911
B02,NIPT015,NIPT5_2VIC,10.4134254455566,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),VIC,208.268508911133,,,12.3700113296509,8.46008777618408,12369,109,12260,2,129,107,12131,0.0820078038863621,,,,,,,,,,,,,,,,,,,,,,3694.55207586726,1048.32773804408,1071.64720225482,,,,,11.4112777709961,9.41641998291016,,,,,,,,,,,,
